index:ID,class,definition,description,:LABEL
21094,javax.jws.MemoryCacheImageOutputStream,"public final class NumberOfInterveningJobs
extends IntegerSyntax
implements PrintJobAttribute","
Class DocFlavor.SERVICE_FORMATTED provides predefined static constant
 DocFlavor objects for example doc flavors for service formatted print
 data.
",Class
21095,javax.jws.FileCacheImageOutputStream,"public final class NumberUpSupported
extends SetOfIntegerSyntax
implements SupportedValuesAttribute","
Class DocFlavor.URL provides predefined static constant DocFlavor
 objects.
",Class
21096,javax.jws.FileImageOutputStream,"public final class OutputDeviceAssigned
extends TextSyntax
implements PrintJobAttribute","
This class is a collection of UI convenience methods which provide a
 graphical user dialog for browsing print services looked up through the Java
 Print Service API.
",Class
21097,javax.jws.ImageInputStreamImpl,"public final class PagesPerMinute
extends IntegerSyntax
implements PrintServiceAttribute","
This class is an implementation of interface Doc that can
 be used in many common printing requests.
",Class
21098,javax.jws.MemoryCacheImageInputStream,"public class PDLOverrideSupported
extends EnumSyntax
implements PrintServiceAttribute","
A StreamPrintServiceFactory is the factory for
 StreamPrintService instances,
 which can print to an output stream in a particular
 document format described as a mime type.
",Class
21099,javax.jws.soap.FileCacheImageInputStream,"public final class PrinterInfo
extends TextSyntax
implements PrintServiceAttribute","
Class AttributeSetUtilities provides static methods for manipulating
 AttributeSets.
",Class
21100,javax.jws.soap.FileImageInputStream,"public final class PrinterLocation
extends TextSyntax
implements PrintServiceAttribute","
Class EnumSyntax is an abstract base class providing the common
 implementation of all ""type safe enumeration"" objects.
",Class
21101,javax.jws.soap.IIOByteBuffer,"public final class PrinterMessageFromOperator
extends TextSyntax
implements PrintServiceAttribute","
Class HashDocAttributeSet provides an attribute set which
 inherits its implementation from class HashAttributeSet and enforces the semantic restrictions of interface DocAttributeSet.
",Class
21102,javax.jws.soap.ImageOutputStreamImpl,"public final class PrinterMoreInfoManufacturer
extends URISyntax
implements PrintServiceAttribute","
Class HashPrintRequestAttributeSet inherits its implementation from
 class HashAttributeSet and enforces the
 semantic restrictions of interface
 PrintRequestAttributeSet.
",Class
21103,javax.jws.soap.MemoryCacheImageOutputStream,"public final class PrinterResolution
extends ResolutionSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
Class IntegerSyntax is an abstract base class providing the common
 implementation of all attributes with integer values.
",Class
21104,javax.jws.soap.FileCacheImageOutputStream,"public class PrinterStateReason
extends EnumSyntax
implements Attribute","
Class SetOfIntegerSyntax is an abstract base class providing the common
 implementation of all attributes whose value is a set of nonnegative
 integers.
",Class
21105,javax.jws.soap.FileImageOutputStream,"public final class PrinterURI
extends URISyntax
implements PrintServiceAttribute","
Class TextSyntax is an abstract base class providing the common
 implementation of all attributes whose value is a string.
",Class
21106,javax.jws.soap.ImageInputStreamImpl,"public final class QueuedJobCount
extends IntegerSyntax
implements PrintServiceAttribute","
Class DateTimeSyntax is an abstract base class providing the common
 implementation of all attributes whose value is a date and time.
",Class
21107,javax.jws.soap.MemoryCacheImageInputStream,"public final class RequestingUserName
extends TextSyntax
implements PrintRequestAttribute","
Class HashAttributeSet provides an AttributeSet
 implementation with characteristics of a hash map.
",Class
21108,javax.lang.model.FileCacheImageInputStream,"public final class SheetCollate
extends EnumSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
Class HashPrintJobAttributeSet provides an attribute set
 which inherits its implementation from class HashAttributeSet and enforces the semantic restrictions of interface
 PrintJobAttributeSet.
",Class
21109,javax.lang.model.FileImageInputStream,"public class PrintEvent
extends EventObject","
Class HashPrintServiceAttributeSet provides an attribute set
 which inherits its implementation from class HashAttributeSet and enforces the semantic restrictions of interface
 PrintServiceAttributeSet.
",Class
21110,javax.lang.model.IIOByteBuffer,"public class PrintJobAttributeEvent
extends PrintEvent","
Class ResolutionSyntax is an abstract base class providing the common
 implementation of all attributes denoting a printer resolution.
",Class
21111,javax.lang.model.ImageOutputStreamImpl,"public class PrintServiceAttributeEvent
extends PrintEvent","
Class Size2DSyntax is an abstract base class providing the common
 implementation of all attributes denoting a size in two dimensions.
",Class
21112,javax.lang.model.MemoryCacheImageOutputStream,"public abstract class PrintJobAdapter
extends Object
implements PrintJobListener","
Class URISyntax is an abstract base class providing the common
 implementation of all attributes whose value is a Uniform Resource
 Identifier (URI).
",Class
21113,javax.lang.model.FileCacheImageOutputStream,"public class PrintJobEvent
extends PrintEvent","
Class Chromaticity is a printing attribute class, an enumeration, that
 specifies monochrome or color printing.
",Class
21114,javax.lang.model.FileImageOutputStream,"public class PortableRemoteObject
extends Object","
Class Compression is a printing attribute class, an enumeration, that
 specifies how print data is compressed.
",Class
21115,javax.lang.model.ImageInputStreamImpl,"public class ClassDesc
extends Object
implements Serializable","
Class CopiesSupported is a printing attribute class, a set of integers, that
 gives the supported values for a Copies attribute.
",Class
21116,javax.lang.model.MemoryCacheImageInputStream,"public class Util
extends Object","
Class DateTimeAtCreation is a printing attribute class, a date-time
 attribute, that indicates the date and time at which the Print Job was
 created.
",Class
21117,javax.lang.model.element.FileCacheImageInputStream,"public abstract class Stub
extends ObjectImpl
implements Serializable","
Class Destination is a printing attribute class, a URI, that is used to
 indicate an alternate destination for the spooled printer formatted
 data.
",Class
21118,javax.lang.model.element.FileImageInputStream,"public class SslRMIClientSocketFactory
extends Object
implements RMIClientSocketFactory, Serializable","
Class DocumentName is a printing attribute class, a text attribute, that
 specifies the name of a document.
",Class
21119,javax.lang.model.element.IIOByteBuffer,"public class SslRMIServerSocketFactory
extends Object
implements RMIServerSocketFactory","
Class Finishings is a printing attribute class, an enumeration, that
 identifies whether the printer applies a finishing operation of some kind
 of binding to each copy of each printed document in the job.
",Class
21120,javax.lang.model.element.ImageOutputStreamImpl,"public abstract class AbstractScriptEngine
extends Object
implements ScriptEngine","
Class JobImpressions is an integer valued printing attribute class that
 specifies the total size in number of impressions of the document(s) being
 submitted.
",Class
21121,javax.lang.model.element.MemoryCacheImageOutputStream,"public class ScriptEngineManager
extends Object","
Class JobImpressionsSupported is a printing attribute class, a set of
 integers, that gives the supported values for a JobImpressions attribute.
",Class
21122,javax.lang.model.element.FileCacheImageOutputStream,"public class SimpleScriptContext
extends Object
implements ScriptContext","
Class JobKOctetsProcessed is an integer valued printing attribute class that
 specifies the total number of print data octets processed so far in K octets,
 i.e., in units of 1024 octets.
",Class
21123,javax.lang.model.element.FileImageOutputStream,"public abstract class CompiledScript
extends Object","
Class JobMediaSheets is an integer valued printing attribute class that
 specifies the total number of media sheets to be produced for this job.
",Class
21124,javax.lang.model.element.ImageInputStreamImpl,"public class SimpleBindings
extends Object
implements Bindings","
Class JobMediaSheetsSupported is a printing attribute class, a set of
 integers, that gives the supported values for a JobMediaSheets attribute.
",Class
21125,javax.lang.model.element.MemoryCacheImageInputStream,"public final class AuthPermission
extends BasicPermission","
Class JobName is a printing attribute class, a text attribute, that specifies
 the name of a print job.
",Class
21126,javax.lang.model.type.FileCacheImageInputStream,"public final class PrivateCredentialPermission
extends Permission","
Class JobPriority is an integer valued printing attribute class that
 specifies a print job's priority.
",Class
21127,javax.lang.model.type.FileImageInputStream,"public class SubjectDomainCombiner
extends Object
implements DomainCombiner","
Class JobSheets is a printing attribute class, an enumeration, that
 determines which job start and end sheets, if any, must be printed with a
 job.
",Class
21128,javax.lang.model.type.IIOByteBuffer,"
      public PermissionCollection getPermissions
          (java.security.ProtectionDomain pd)

 ","
Class JobStateReason is a printing attribute class, an enumeration, that
 provides additional information about the job's current state, i.e.,
 information that augments the value of the job's JobState
 attribute.
",Class
